Dados obtidos a partir do Sistema de Informação de Solos Brasileiros - BDSOLOS, esclarecimentos quanto ao uso disponível em:  http://www.bdsolos.cnptia.embrapa.br/esclarecimentos_uso.pdf

"Localização descritiva";"UF";"Município";"Altitude (m)";"Sistema de Coordenada";"Datum";"Latitude Graus";"Latitude Minutos";"Latitude Segundos";"Latitude Hemisfério";"Longitude Graus";"Longitude Minutos";"Longitude Segundos";"Longitude Hemisfério";"Northing";"Easting";"pH - H2O";"pH - KCl";"pH - CaCl2";"Complexo Sortivo - Cálcio (cmolc/kg)";"Complexo Sortivo - Magnésio";"Complexo Sortivo - Ca + Mg";"Complexo Sortivo - Potássio";"Complexo Sortivo - Sódio";"Complexo Sortivo - Valor S (Ca2++Mg2++K++Na+)";"Complexo Sortivo - Hidrogênio (H+)";"Complexo Sortivo - Alumínio Trocável (Al3+)";"Complexo Sortivo - Valor T (S+H++Al3+)";"Complexo Sortivo - Valor V &Delta; Saturação por Bases (100. S/T)%";"Complexo Sortivo - Saturação por Alumínio (100. Al3+/S+Al3+)%";"Ataque sulfúrico - SiO2";"Ataque sulfúrico - Al2O3";"Ataque sulfúrico - Fe2O3";"Ataque sulfúrico - TiO2";"Ataque sulfúrico - P2O5";"Ataque sulfúrico - MnO";"Ataque sulfúrico - SiO2 / Al2O3 (Ki)";"Ataque sulfúrico - SiO2 / R2O3 (Kr)";"Ataque sulfúrico - Al2O3 / Fe2O3";"Fósforo assimilável (mg/kg)";"Carbono orgânico";"Nitrogênio total";"Relação C/N (%)";"Água da pasta de saturação";"Saturação por Sódio (100.Na+/T)";"Condutividade Elétrica";"Sais Solúveis do Extrato da Saturação - Cálcio";"Sais Solúveis do Extrato da Saturação - Magnésio";"Sais Solúveis do Extrato da Saturação - Potássio";"Sais Solúveis do Extrato da Saturação - Sódio";"Sais Solúveis do Extrato da Saturação - Carbonatos";"Sais Solúveis do Extrato da Saturação - Cloretos";"Sais Solúveis do Extrato da Saturação - Bicarbonatos";"Sais Solúveis do Extrato da Saturação - Sulfatos";"Ponto de Carga Zero";"Adsorção de Fosfato";"Enxofre";"Equivalente de Carbonato de Cálcio";"CDB - Ferro (g/kg)";"CDB - Alumínio (g/kg)";"CDB - Manganês (g/kg)";"Oxalato de Amônio - Ferro";"Oxalato de Amônio - Alumínio";"Oxalato de Amônio - Sílica";"Pirofosfato de Sódio - Ferro";"Pirofosfato de Sódio - Alumínio";"Microelementos - Ferro";"Microelementos - Manganês";"Microelementos - Cobre";"Microelementos - Zinco";"Microelementos - Níquel";"Microelementos - Boro";"Microelementos - Molibidênio";"Microelementos - Cobalto";"Microelementos - Cádmio";"Microelementos - Cromo";"Microelementos - Selênio";"Microelementos - Chumbo";"Microelementos - Mercúrio";"Microelementos - Arsênio";"Microelementos - Silício";"Informações adicionais da análise química";
"A 11 km do entroncamento Cáceres-P. Esperidião-Mirassol d'Oeste, em direção a Mirassol d'Oeste. Mirassol d'Oeste, MT.";"MT";"Mirassol d'Oeste";"230";"Latitude / Longitude";"";"15";"44";"0";"Sul";"58";"5";"0";"Oeste";"";"";"5";"4";"";"";"";"0.1";"0.04";"0.02";"0.2";"3.7";"0.8";"4.7";"4";"80";"117";"82";"22";"4";"";"";"2.43";"2.07";"5.83";"<1";"2.2";"0.4";"6";"";"<1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 11 km de Aparecida Bela, em direção a Cruzeiro d'Oeste, na estrada Mirassol d'Oeste-Cruzeiro d'Oeste, MT.";"MT";"Glória D'Oeste";"240";"Latitude / Longitude";"";"15";"47";"0";"Sul";"58";"19";"0";"Oeste";"";"";"6.9";"5.8";"";"9.8";"1.2";"";"0.22";"0.12";"11.3";"2.7";"0";"14";"81";"0";"201";"191";"101";"8.4";"";"";"1.79";"1.34";"2.97";"3";"18.9";"1.7";"11";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 11 km de Aparecida Bela, em direção a Cruzeiro d'Oeste, na estrada Mirassol d'Oeste-Cruzeiro d'Oeste, MT.";"MT";"Glória D'Oeste";"240";"Latitude / Longitude";"";"15";"47";"0";"Sul";"58";"19";"0";"Oeste";"";"";"6";"4.5";"";"2.2";"0.8";"";"0.08";"0.12";"3.2";"4.7";"0.3";"8.2";"39";"9";"216";"216";"110";"8.6";"";"";"1.7";"1.28";"3.08";"<1";"9.5";"0.7";"14";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 11 km de Aparecida Bela, em direção a Cruzeiro d'Oeste, na estrada Mirassol d'Oeste-Cruzeiro d'Oeste, MT.";"MT";"Glória D'Oeste";"240";"Latitude / Longitude";"";"15";"47";"0";"Sul";"58";"19";"0";"Oeste";"";"";"5";"4.5";"";"1.4";"0.5";"";"0.05";"0.07";"2";"3.9";"0.3";"6.2";"32";"13";"223";"219";"117";"7.1";"";"";"1.73";"1.29";"2.94";"1";"9.3";"0.7";"12";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Esperidião-Cáceres, 5 km após Taboleta. Cáceres, MT.";"MT";"Cáceres";"340";"Latitude / Longitude";"";"15";"56";"0";"Sul";"58";"18";"0";"Oeste";"";"";"5.9";"5";"";"4.5";"2.1";"";"0.57";"0.06";"7.2";"3.9";"0";"11.1";"65";"0";"79";"76";"47";"2.4";"";"";"1.77";"1.27";"2.53";"<1";"16.4";"1.3";"13";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Esperidião-Cáceres, 5 km após Taboleta. Cáceres, MT.";"MT";"Cáceres";"340";"Latitude / Longitude";"";"15";"56";"0";"Sul";"58";"18";"0";"Oeste";"";"";"5.5";"4.2";"";"1.4";"0.5";"";"0.24";"0.06";"2.2";"3.1";"0.5";"5.8";"38";"19";"89";"87";"57";"3";"";"";"1.74";"1.23";"2.4";"";"8";"0.8";"10";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Esperidião-Cáceres, 5 km após Taboleta. Cáceres, MT.";"MT";"Cáceres";"340";"Latitude / Longitude";"";"15";"56";"0";"Sul";"58";"18";"0";"Oeste";"";"";"5.3";"4.1";"";"1.3";"0.2";"";"0.19";"0.05";"1.7";"2.9";"0.6";"5.2";"33";"26";"111";"107";"71";"3.9";"";"";"1.76";"1.24";"2.36";"";"6.9";"0.7";"10";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Esperidião-Cáceres, 5 km após Taboleta. Cáceres, MT.";"MT";"Cáceres";"340";"Latitude / Longitude";"";"15";"56";"0";"Sul";"58";"18";"0";"Oeste";"";"";"5.4";"4.2";"";"1.2";"0.6";"";"0.21";"0.06";"2.1";"2.4";"0.4";"4.9";"43";"16";"136";"139";"76";"4.3";"";"";"1.66";"1.23";"2.87";"";"5.3";"0.6";"9";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Esperidião-Cáceres, 5 km após Taboleta. Cáceres, MT.";"MT";"Cáceres";"340";"Latitude / Longitude";"";"15";"56";"0";"Sul";"58";"18";"0";"Oeste";"";"";"5.6";"4.8";"";"";"";"0.7";"0.05";"0.05";"0.8";"1.5";"0";"2.3";"35";"0";"144";"139";"80";"4.9";"";"";"1.76";"1.29";"2.73";"";"3.4";"0.3";"11";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Esperidião-Cáceres, 5 km após Taboleta. Cáceres, MT.";"MT";"Cáceres";"340";"Latitude / Longitude";"";"15";"56";"0";"Sul";"58";"18";"0";"Oeste";"";"";"5.4";"4.3";"";"";"";"0.9";"0.11";"0.08";"1.1";"2";"0.3";"3.4";"32";"21";"164";"158";"84";"5.3";"";"";"1.76";"1.32";"2.95";"";"1.9";"0.3";"6";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Tangará da Serra - Barra do Bugres, 6,5 km após o Progresso. Tangará da Serra, MT.";"MT";"Tangará da Serra";"500";"Latitude / Longitude";"";"14";"39";"0";"Sul";"57";"17";"0";"Oeste";"";"";"5.5";"4.6";"";"";"";"0.7";"0.16";"0.02";"0.9";"5.6";"0.2";"6.7";"13";"18";"30";"265";"248";"217";"";"";"0.19";"0.12";"1.68";"<1";"21";"2";"11";"";"<1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Tangará da Serra - Barra do Bugres, 6,5 km após o Progresso. Tangará da Serra, MT.";"MT";"Tangará da Serra";"500";"Latitude / Longitude";"";"14";"39";"0";"Sul";"57";"17";"0";"Oeste";"";"";"5.9";"4.8";"";"";"";"0.3";"0.06";"0.02";"0.4";"4.7";"0.1";"5.2";"8";"20";"28";"279";"247";"22.9";"";"";"0.17";"0.11";"1.77";"<1";"18.7";"1.8";"10";"";"<1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Tangará da Serra - Barra do Bugres, 6,5 km após o Progresso. Tangará da Serra, MT.";"MT";"Tangará da Serra";"500";"Latitude / Longitude";"";"14";"39";"0";"Sul";"57";"17";"0";"Oeste";"";"";"5.6";"5.3";"";"";"";"0.1";"0.02";"0.01";"0.1";"3.1";"0";"3.2";"3";"0";"27";"285";"264";"22.9";"";"";"0.16";"0.1";"1.69";"<1";"11.7";"1.3";"9";"";"<1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Tangará da Serra - Barra do Bugres, 6,5 km após o Progresso. Tangará da Serra, MT.";"MT";"Tangará da Serra";"500";"Latitude / Longitude";"";"14";"39";"0";"Sul";"57";"17";"0";"Oeste";"";"";"5.4";"5.4";"";"";"";"0.1";"0.01";"0.02";"0.1";"2.7";"0";"2.8";"4";"0";"28";"285";"267";"23";"";"";"0.17";"0.1";"1.66";"<1";"10.7";"1.3";"8";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Tangará da Serra - Barra do Bugres, 6,5 km após o Progresso. Tangará da Serra, MT.";"MT";"Tangará da Serra";"500";"Latitude / Longitude";"";"14";"39";"0";"Sul";"57";"17";"0";"Oeste";"";"";"5.8";"5.8";"";"";"";"0.1";"0.01";"0.01";"0.1";"2.1";"0";"2.2";"5";"0";"26";"279";"282";"24";"";"";"0.16";"0.1";"1.55";"";"8.3";"1";"8";"";"<1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Tangará da Serra - Barra do Bugres, 6,5 km após o Progresso. Tangará da Serra, MT.";"MT";"Tangará da Serra";"500";"Latitude / Longitude";"";"14";"39";"0";"Sul";"57";"17";"0";"Oeste";"";"";"6";"6";"";"";"";"0.1";"0.02";"0.02";"0.1";"1";"0";"1.1";"9";"0";"26";"286";"270";"24.8";"";"";"0.15";"0.1";"1.66";"";"5.9";"0.7";"8";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Tangará da Serra - Chapada dos Parecis, 7 km após Tangará da Serra e a 1 km do lado direito da rodovia. Tangará da Serra, MT.";"MT";"Tangará da Serra";"420";"Latitude / Longitude";"";"14";"37";"0";"Sul";"57";"32";"0";"Oeste";"";"";"6.4";"5.8";"";"19.2";"2";"";"0.8";"0.05";"22.1";"1.1";"0";"23.2";"95";"0";"140";"224";"214";"18.6";"";"";"1.06";"0.66";"1.64";"<1";"46.7";"5.3";"9";"";"<1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Tangará da Serra - Chapada dos Parecis, 7 km após Tangará da Serra e a 1 km do lado direito da rodovia. Tangará da Serra, MT.";"MT";"Tangará da Serra";"420";"Latitude / Longitude";"";"14";"37";"0";"Sul";"57";"32";"0";"Oeste";"";"";"6.9";"6.1";"";"10.4";"2";"";"0.37";"0.04";"12.8";"1.4";"0";"14.2";"90";"0";"145";"241";"221";"19.7";"";"";"1.02";"0.67";"1.71";"<1";"23.7";"2.9";"8";"";"<1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Tangará da Serra - Chapada dos Parecis, 7 km após Tangará da Serra e a 1 km do lado direito da rodovia. Tangará da Serra, MT.";"MT";"Tangará da Serra";"420";"Latitude / Longitude";"";"14";"37";"0";"Sul";"57";"32";"0";"Oeste";"";"";"7.2";"6";"";"5.3";"1.3";"";"0.28";"0.02";"6.9";"0";"0";"6.9";"100";"0";"157";"258";"236";"18.3";"";"";"1.03";"0.65";"1.71";"<1";"15";"1.8";"8";"";"<1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Tangará da Serra - Chapada dos Parecis, 7 km após Tangará da Serra e a 1 km do lado direito da rodovia. Tangará da Serra, MT.";"MT";"Tangará da Serra";"420";"Latitude / Longitude";"";"14";"37";"0";"Sul";"57";"32";"0";"Oeste";"";"";"7.2";"5.9";"";"2.3";"0.2";"";"0.54";"0.03";"3.1";"0";"0";"3.1";"100";"0";"173";"260";"252";"19.8";"";"";"1.13";"0.7";"1.62";"<1";"11.1";"1.3";"9";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Tangará da Serra - Chapada dos Parecis, 7 km após Tangará da Serra e a 1 km do lado direito da rodovia. Tangará da Serra, MT.";"MT";"Tangará da Serra";"420";"Latitude / Longitude";"";"14";"37";"0";"Sul";"57";"32";"0";"Oeste";"";"";"7.3";"5.6";"";"";"";"0.9";"0.2";"0.08";"1.2";"0";"0";"1.2";"100";"0";"148";"289";"259";"21.2";"";"";"0.87";"0.55";"1.75";"<1";"8.4";"1";"8";"";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Tangará da Serra - Chapada dos Parecis, 7 km após Tangará da Serra e a 1 km do lado direito da rodovia. Tangará da Serra, MT.";"MT";"Tangará da Serra";"420";"Latitude / Longitude";"";"14";"37";"0";"Sul";"57";"32";"0";"Oeste";"";"";"7";"5.8";"";"";"";"0.6";"0.25";"0.03";"0.9";"0";"0";"0.9";"100";"0";"130";"257";"258";"22.8";"";"";"0.86";"0.52";"1.56";"<1";"6.3";"0.8";"8";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Na estrada Progressinho-Arenápolis, 8 km após Progressino. Tangará da Serra, MT.";"MT";"Tangará da Serra";"420";"Latitude / Longitude";"";"14";"38";"0";"Sul";"57";"16";"0";"Oeste";"";"";"4.9";"4.3";"";"";"";"0.4";"0.11";"0.03";"0.5";"6.1";"0.8";"7.4";"7";"62";"97";"238";"187";"17.6";"";"";"0.69";"0.46";"2";"2";"18";"1.2";"15";"";"<1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Na estrada Progressinho-Arenápolis, 8 km após Progressino. Tangará da Serra, MT.";"MT";"Tangará da Serra";"420";"Latitude / Longitude";"";"14";"38";"0";"Sul";"57";"16";"0";"Oeste";"";"";"5.1";"5.4";"";"";"";"0.2";"0.06";"0.02";"0.3";"3.7";"0";"4";"8";"0";"92";"256";"207";"18.6";"";"";"0.61";"0.4";"1.94";"<1";"7.7";"0.7";"11";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Na estrada Tangará da Serra - Salto das Nuvens, a 18 km de Tangará da Serra. Tangará da Serra, MT.";"MT";"Tangará da Serra";"280";"Latitude / Longitude";"";"14";"38";"0";"Sul";"57";"38";"0";"Oeste";"";"";"6.6";"5.7";"";"12.5";"2.1";"";"0.78";"0.1";"15.5";"4.8";"0";"20.3";"76";"0";"151";"250";"230";"25.4";"";"";"1.03";"0.65";"1.7";"1";"34.1";"3.2";"11";"";"<1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Na estrada Tangará da Serra - Salto das Nuvens, a 18 km de Tangará da Serra. Tangará da Serra, MT.";"MT";"Tangará da Serra";"280";"Latitude / Longitude";"";"14";"38";"0";"Sul";"57";"38";"0";"Oeste";"";"";"6.8";"6.2";"";"5.1";"0.9";"";"0.46";"0.14";"6.6";"2.6";"0";"9.2";"72";"0";"152";"264";"258";"26";"";"";"0.94";"0.6";"1.6";"<1";"11.4";"1.2";"10";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Barra do Bugres - Assari, 11 km após a Barra do Bugres e a 600 metros do lado direito da rodovia. Barra do Bugres, MT.";"MT";"Barra do Bugres";"160";"Latitude / Longitude";"";"14";"58";"0";"Sul";"57";"8";"0";"Oeste";"";"";"5.1";"4.3";"";"1.9";"0.3";"";"0.06";"0.01";"2.3";"1.8";"0.6";"4.7";"49";"21";"40";"30";"12";"1.2";"";"";"2.27";"1.81";"3.92";"<1";"8.6";"10";"9";"";"<1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Barra do Bugres - Assari, 11 km após a Barra do Bugres e a 600 metros do lado direito da rodovia. Barra do Bugres, MT.";"MT";"Barra do Bugres";"160";"Latitude / Longitude";"";"14";"58";"0";"Sul";"57";"8";"0";"Oeste";"";"";"5.4";"4.1";"";"";"";"0.9";"0.05";"0.01";"1";"0.8";"0.8";"2.6";"38";"44";"27";"36";"16";"2.6";"";"";"1.27";"0.99";"3.53";"<1";"3.8";"0.5";"8";"";"<1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Barra do Bugres - Assari, 11 km após a Barra do Bugres e a 600 metros do lado direito da rodovia. Barra do Bugres, MT.";"MT";"Barra do Bugres";"160";"Latitude / Longitude";"";"14";"58";"0";"Sul";"57";"8";"0";"Oeste";"";"";"5.4";"4.2";"";"";"";"0.9";"0.03";"0.01";"0.9";"0.5";"0.6";"2";"45";"40";"57";"42";"18";"2.6";"";"";"2.31";"1.81";"3.65";"<1";"3.6";"0.5";"7";"";"<1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Barra do Bugres - Assari, 11 km após a Barra do Bugres e a 600 metros do lado direito da rodovia. Barra do Bugres, MT.";"MT";"Barra do Bugres";"160";"Latitude / Longitude";"";"14";"58";"0";"Sul";"57";"8";"0";"Oeste";"";"";"4.8";"4.2";"";"";"";"0.9";"0.01";"0.01";"0.9";"0.8";"0.4";"2.1";"43";"31";"73";"57";"23";"3.2";"";"";"2.18";"1.73";"3.88";"<1";"3";"0.5";"6";"";"<1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Barra do Bugres - Assari, 11 km após a Barra do Bugres e a 600 metros do lado direito da rodovia. Barra do Bugres, MT.";"MT";"Barra do Bugres";"160";"Latitude / Longitude";"";"14";"58";"0";"Sul";"57";"8";"0";"Oeste";"";"";"5.2";"4";"";"";"";"0.3";"0.01";"0.01";"0.3";"0.5";"0.2";"1";"30";"40";"80";"63";"23";"3.8";"";"";"2.15";"1.73";"4.08";"<1";"2.2";"0.4";"6";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Barra do Bugres - Assari, 11 km após a Barra do Bugres e a 600 metros do lado direito da rodovia. Barra do Bugres, MT.";"MT";"Barra do Bugres";"160";"Latitude / Longitude";"";"14";"58";"0";"Sul";"57";"8";"0";"Oeste";"";"";"4.8";"4.4";"";"";"";"0.3";"0.01";"0.02";"0.3";"0.6";"0.2";"1.1";"27";"40";"76";"60";"23";"3.8";"";"";"2.15";"1.73";"4.08";"<1";"2";"0.4";"5";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Esperidião-Destacamento Sta. Rita, 26 km após o rio Aguapeí. Cáceres, MT.";"MT";"Cáceres";"230";"Latitude / Longitude";"";"15";"57";"0";"Sul";"58";"45";"0";"Oeste";"";"";"6.1";"5.2";"";"5.2";"1";"";"0.34";"0.02";"6.6";"1.6";"0";"8.2";"80";"0";"81";"19.1";"15.4";"3.3";"";"";"1.91";"1.54";"4.18";"<1";"15.8";"1.6";"10";"";"<1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Esperidião-Destacamento Sta. Rita, 26 km após o rio Aguapeí. Cáceres, MT.";"MT";"Cáceres";"230";"Latitude / Longitude";"";"15";"57";"0";"Sul";"58";"45";"0";"Oeste";"";"";"6";"4.9";"";"3";"0.2";"";"0.13";"0.01";"3.3";"1.9";"0";"5.2";"63";"0";"93";"19.5";"15.9";"3.9";"";"";"1.95";"1.59";"4.39";"";"7.9";"0.8";"10";"";"<1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Esperidião-Destacamento Sta. Rita, 26 km após o rio Aguapeí. Cáceres, MT.";"MT";"Cáceres";"230";"Latitude / Longitude";"";"15";"57";"0";"Sul";"58";"45";"0";"Oeste";"";"";"6.3";"5.1";"";"1.4";"0.3";"";"0.06";"0.02";"1.8";"2";"0";"3.8";"47";"0";"120";"19.2";"15.9";"4.9";"";"";"1.92";"1.59";"4.62";"";"4";"0.6";"7";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Esperidião-Destacamento Sta. Rita, 26 km após o rio Aguapeí. Cáceres, MT.";"MT";"Cáceres";"230";"Latitude / Longitude";"";"15";"57";"0";"Sul";"58";"45";"0";"Oeste";"";"";"5.8";"5";"";"1.1";"0.1";"";"0.06";"0.01";"1.3";"2.1";"0";"3.4";"47";"0";"139";"19.1";"15.6";"5.5";"";"";"1.91";"1.56";"4.52";"";"2.5";"0.5";"5";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Esperidião-Destacamento Sta. Rita, 26 km após o rio Aguapeí. Cáceres, MT.";"MT";"Cáceres";"230";"Latitude / Longitude";"";"15";"57";"0";"Sul";"58";"45";"0";"Oeste";"";"";"6";"4.8";"";"";"";"0.2";"0.05";"0.01";"0.3";"2.3";"0.3";"2.9";"10";"50";"143";"18.7";"15.4";"5.9";"";"";"1.87";"1.54";"4.64";"";"2.6";"0.5";"5";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estrada Porto Esperidião-Destacamento Sta. Rita, 26 km após o rio Aguapeí. Cáceres, MT.";"MT";"Cáceres";"230";"Latitude / Longitude";"";"15";"57";"0";"Sul";"58";"45";"0";"Oeste";"";"";"5.9";"3.9";"";"";"";"0.2";"0.12";"0.01";"0.3";"2.2";"0.1";"2.6";"12";"25";"139";"18.6";"15.2";"5.9";"";"";"1.86";"1.52";"4.43";"";"2.1";"0.4";"5";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 5 km de Denise, em direção a Assari. Barra do Bugres, MT.";"MT";"Barra do Bugres";"180";"Latitude / Longitude";"";"14";"45";"0";"Sul";"57";"4";"0";"Oeste";"";"";"4.9";"3.9";"";"0.8";"0.4";"";"0.03";"0.03";"1.3";"3.8";"0.8";"5.9";"22";"38";"52";"51";"18";"2";"";"";"1.73";"1.41";"4.42";"1";"7";"0.8";"9";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 5 km de Denise, em direção a Assari. Barra do Bugres, MT.";"MT";"Barra do Bugres";"180";"Latitude / Longitude";"";"14";"45";"0";"Sul";"57";"4";"0";"Oeste";"";"";"4.6";"4.1";"";"";"";"0.2";"0.02";"0.03";"0.3";"2.8";"0.8";"3.9";"8";"73";"69";"71";"20";"4.2";"";"";"1.65";"1.4";"5.57";"1";"2.7";"0.4";"7";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"A 25 km de Barra do Bugres, em direção a Porto Estrela. Barra do Bugres, MT.";"MT";"Barra do Bugres";"120";"Latitude / Longitude";"";"15";"14";"0";"Sul";"57";"7";"0";"Oeste";"";"";"4.7";"3.8";"";"";"";"0.7";"0.11";"0.05";"0.9";"4.2";"1.6";"6.7";"13";"64";"103";"79";"33";"3.8";"";"";"2.22";"1.75";"3.76";"2";"8.7";"0.9";"10";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
